engine_id,cycle,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,op_setting1,op_setting2,op_setting3,sensor_2_rollmean,sensor_2_rollstd,sensor_2_slope,sensor_3_rollmean,sensor_3_rollstd,sensor_3_slope,sensor_4_rollmean,sensor_4_rollstd,sensor_4_slope,sensor_6_rollmean,sensor_6_rollstd,sensor_6_slope,sensor_7_rollmean,sensor_7_rollstd,sensor_7_slope,sensor_8_rollmean,sensor_8_rollstd,sensor_8_slope,sensor_9_rollmean,sensor_9_rollstd,sensor_9_slope,sensor_11_rollmean,sensor_11_rollstd,sensor_11_slope,sensor_12_rollmean,sensor_12_rollstd,sensor_12_slope,sensor_13_rollmean,sensor_13_rollstd,sensor_13_slope,sensor_14_rollmean,sensor_14_rollstd,sensor_14_slope,sensor_15_rollmean,sensor_15_rollstd,sensor_15_slope,sensor_17_rollmean,sensor_17_rollstd,sensor_17_slope,sensor_20_rollmean,sensor_20_rollstd,sensor_20_slope,sensor_21_rollmean,sensor_21_rollstd,sensor_21_slope,RUL
1,1,641.82,1589.7,1400.6,21.61,554.36,2388.06,9046.19,47.47,521.66,2388.02,8138.62,8.4195,392,39.06,23.419,-0.0007,-0.0004,100.0,641.82,0.0,0.0,1589.7,0.0,0.0,1400.6,0.0,0.0,21.61,0.0,0.0,554.36,0.0,0.0,2388.06,0.0,0.0,9046.19,0.0,0.0,47.47,0.0,0.0,521.66,0.0,0.0,2388.02,0.0,0.0,8138.62,0.0,0.0,8.4195,0.0,0.0,392.0,0.0,0.0,39.06,0.0,0.0,23.419,0.0,0.0,125
1,2,642.15,1591.82,1403.14,21.61,553.75,2388.04,9044.07,47.49,522.28,2388.07,8131.49,8.4318,392,39.0,23.4236,0.0019,-0.0003,100.0,641.985,0.23334523779150923,0.32999999999992724,1590.76,1.4990663761154035,2.119999999999891,1401.87,1.7960512242140463,2.540000000000191,21.61,0.0,0.0,554.0550000000001,0.4313351365238438,-0.6100000000000136,2388.05,0.014142135623878865,-0.01999999999998181,9045.130000000001,1.4990663761166898,-2.1200000000008004,47.480000000000004,0.014142135623730649,0.020000000000003126,521.97,0.4384062043356225,0.6200000000000045,2388.045,0.035355339059455995,0.0500000000001819,8135.055,5.041671349860483,-7.130000000000109,8.425650000000001,0.008697413408594989,0.012300000000001532,392.0,0.0,0.0,39.03,0.04242640687119446,-0.060000000000002274,23.421300000000002,0.0032526911934568185,0.0045999999999999375,125
1,3,642.35,1587.99,1404.2,21.61,554.26,2388.08,9052.94,47.27,522.42,2388.03,8133.23,8.4178,390,38.95,23.3442,-0.0043,0.0003,100.0,642.1066666666667,0.2676440422152594,0.26499999999998636,1589.8366666666668,1.9186540421173066,-0.8550000000000181,1402.6466666666668,1.8500090089872667,1.8000000000000682,21.61,0.0,0.0,554.1233333333333,0.32715949219508944,-0.05000000000001137,2388.06,0.01999999999998181,0.009999999999990905,9047.733333333334,4.632022596375676,3.375,47.410000000000004,0.12165525060596487,-0.09999999999999785,522.12,0.4044749683230884,0.37999999999999545,2388.0400000000004,0.026457513110686295,0.005000000000109139,8134.446666666667,3.717449842746534,-2.6950000000001637,8.423033333333334,0.007639589866828332,-0.0008499999999997954,391.3333333333333,1.1547005383792432,-1.0,39.00333333333334,0.055075705472861676,-0.05499999999999971,23.3956,0.04457308604976856,-0.03739999999999988,125
1,4,642.35,1582.79,1401.87,21.61,554.45,2388.11,9049.48,47.13,522.86,2388.08,8133.83,8.3682,392,38.88,23.3739,0.0007,0.0,100.0,642.1675,0.25011663945712914,0.17899999999999636,1588.075,3.855908885507118,-2.4560000000000173,1402.4524999999999,1.5596447245020688,0.4869999999999891,21.61,0.0,0.0,554.205,0.31310275203732674,0.07800000000000865,2388.0725,0.029860788111952766,0.01900000000005093,9048.17,3.881554671348465,1.8739999999997963,47.34,0.17165857586111713,-0.12399999999999878,522.305,0.4959502663237833,0.37400000000001227,2388.05,0.02943920288771984,0.013999999999987267,8134.2925,3.050905603259772,-1.263000000000011,8.409324999999999,0.02811729894566766,-0.01678999999999995,391.5,0.9999999999999952,-0.2,38.972500000000004,0.07632168761236967,-0.05899999999999963,23.390175,0.037976692413462396,-0.021470000000000412,125
1,5,642.37,1582.85,1406.22,21.61,554.0,2388.06,9055.15,47.28,522.19,2388.04,8133.8,8.4294,393,38.9,23.4044,-0.0019,-0.0002,100.0,642.208,0.23477648945326032,0.12999999999999545,1587.03,4.075677857731061,-2.2730000000000246,1403.206,2.1594397421554934,0.9970000000000028,21.61,0.0,0.0,554.164,0.2862341698679803,-0.001999999999998181,2388.07,0.026457513110675557,0.007000000000016372,9049.566,4.587366346826665,2.332999999999811,47.328,0.1510629008062543,-0.0739999999999995,522.2819999999999,0.4325736931436925,0.16400000000002138,2388.048,0.025884358211077006,0.0049999999999727155,8134.194,2.6513260833027052,-0.7299999999999273,8.41334,0.025952610658660613,-0.004380000000000095,391.8,1.095445115010327,0.2,38.958000000000006,0.07362064927722592,-0.04400000000000048,23.39302,0.03349838802091893,-0.007890000000000442,125
1,6,642.1,1584.47,1398.37,21.61,554.67,2388.02,9049.68,47.16,521.68,2388.03,8132.85,8.4108,391,38.98,23.3669,-0.0043,-0.0001,100.0,642.2639999999999,0.1283744522870989,0.0588571428571413,1585.984,3.8858306705257397,-1.6645714285714348,1402.76,2.9263373011326643,-0.12114285714287039,21.61,0.0,0.0,554.226,0.3626706494879326,0.07114285714285092,2388.0620000000004,0.034928498393254154,-0.003142857142847788,9050.264,4.193903909247076,1.349428571428507,47.266000000000005,0.14152738250953797,-0.0662857142857147,522.2860000000001,0.42541744204952536,0.0077142857142916904,2388.05,0.023452078799018256,0.00028571428572052223,8133.039999999999,0.9586970324353722,-0.6091428571427449,8.4116,0.025727028588626896,-0.0028657142857143065,391.6,1.1401754250991352,0.0,38.942,0.051185935568282374,-0.0220000000000009,23.382600000000004,0.03143636429360138,-0.008240000000000082,125
1,7,642.48,1592.32,1397.77,21.61,554.34,2388.02,9059.13,47.36,522.32,2388.03,8132.32,8.3974,392,39.1,23.3774,0.001,0.0001,100.0,642.3300000000002,0.13946325680984661,0.06785714285714205,1586.084,4.0753748293867105,-0.4278571428571516,1401.6860000000001,3.6483599054917453,-0.571785714285722,21.61,0.0,0.0,554.3439999999999,0.24643457549620706,0.05428571428571363,2388.058,0.038987177379397955,-0.006428571428565582,9053.276,4.038406864098276,1.8660714285712985,47.239999999999995,0.09407443861113937,-0.03500000000000039,522.294,0.4256524403782538,0.0196428571428677,2388.0420000000004,0.021679483388530603,-0.0014285714285538881,8133.206,0.6431407311004598,-0.5574999999999558,8.40472,0.023475774747599112,-0.0034535714285715002,391.6,1.1401754250991352,0.03571428571428571,38.962,0.08671793355471685,0.0010714285714281044,23.373359999999998,0.02163407035210933,-0.006357142857142759,125
1,8,642.56,1582.96,1400.97,21.61,553.85,2388.0,9040.8,47.24,522.47,2388.03,8131.07,8.4076,391,38.97,23.3106,-0.0034,0.0003,100.0,642.372,0.1742699056062101,0.07261904761904112,1585.078,4.1079520445104905,-0.6569047619047627,1401.0399999999997,3.3670461832293315,-0.4452380952380963,21.61,0.0,0.0,554.2620000000001,0.3340209574263221,0.0019047619047628792,2388.042,0.043817804600784674,-0.008928571428566016,9050.848000000002,6.915502150965002,0.398333333333193,47.234,0.09262828941528126,-0.02904761904761919,522.3040000000001,0.4299185969459366,0.03547619047620017,2388.042,0.021679483388530603,-0.002023809523788735,8132.773999999999,1.1492736836807915,-0.5936904761904641,8.40268,0.022476921497393998,-0.002560714285714281,391.8,0.8366600265340667,-0.03571428571428571,38.966,0.08648699324176021,-0.00023809523809569826,23.36664,0.034405130431377114,-0.010609523809523699,125
1,9,642.12,1590.98,1394.8,21.61,553.69,2388.05,9046.46,47.29,521.79,2388.05,8125.69,8.3728,392,39.05,23.4066,0.0008,0.0001,100.0,642.326,0.20851858430365522,0.040666666666661896,1586.716,4.573962177368669,-0.18533333333333152,1399.626,4.2895139584804465,-0.767833333333336,21.61,0.0,0.0,554.11,0.39452503089156354,-0.033333333333329544,2388.0299999999997,0.024494897428649565,-0.006166666666649689,9050.244,7.191239809657589,0.06416666666652115,47.266,0.0733484832835722,-0.021000000000000203,522.09,0.34110115801620966,-0.004833333333328937,2388.036,0.00894427190967008,-0.0008333333333136276,8131.146000000001,3.2054375676344873,-0.9296666666666776,8.4036,0.020739816778361553,-0.004293333333333334,391.8,0.8366600265340667,0.0,39.0,0.07713624310271007,0.00449999999999946,23.37318,0.0389393374365829,-0.00548666666666655,125
1,10,641.71,1591.24,1400.46,21.61,553.59,2388.05,9051.7,47.03,521.79,2388.06,8129.38,8.4286,393,38.95,23.4694,-0.0033,0.0001,100.0,642.1940000000001,0.3407051511204508,-0.0001818181818200835,1588.394,4.333783566354014,0.07903030303030557,1398.474,2.458603262016442,-0.5814545454545444,21.61,0.0,0.0,554.028,0.46023906831122813,-0.05490909090908713,2388.028,0.02167948338974983,-0.004424242424220486,9049.554,6.755115098945898,0.17636363636358346,47.215999999999994,0.12700393694686057,-0.029939393939394057,522.01,0.35825968235346467,-0.025090909090907634,2388.04,0.014142135623535203,0.000363636363641545,8130.262,2.883881065509106,-0.848727272727267,8.40344,0.020492632822553963,-0.0018975757575757815,391.8,0.8366600265340667,0.07272727272727274,39.010000000000005,0.06284902544988417,0.001212121212120971,23.38618,0.05810268496377874,0.0008460606060606798,125
1,11,642.28,1581.75,1400.64,21.61,554.54,2388.05,9049.61,47.15,521.4,2388.01,8140.58,8.434,392,38.94,23.4787,0.0018,-0.0003,100.0,642.2299999999999,0.33778691508109676,-0.0212727272727286,1587.85,5.059446610055308,-0.11363636363635675,1398.928,2.6376637389929707,-0.6083636363636343,21.61,0.0,0.0,554.0020000000001,0.41649729891079196,-0.01309090909090821,2388.034,0.023021728867300743,-0.003636363636338281,9049.539999999999,6.754861212490373,-0.04557575757572715,47.214,0.12817956155332297,-0.023393939393939737,521.954,0.43615364265358847,-0.09818181818181916,2388.036,0.019493588689439817,-0.003090909090904902,8131.808,5.501815155019402,0.03296969696970557,8.40808,0.02475827134514947,0.00023999999999991435,392.0,0.7071067811865349,0.09696969696969697,39.001999999999995,0.06978538528947253,0.003878787878787624,23.40854,0.06926772697295763,0.0076660606060606545,125
1,12,642.06,1583.41,1400.15,21.61,554.52,2388.09,9049.37,47.18,521.8,2388.02,8134.25,8.3938,391,39.06,23.366,0.0016,0.0002,100.0,642.146,0.31125552203937845,-0.03793939393940009,1586.068,4.643465300828657,0.021939393939402925,1399.404,2.590777875464986,-0.49315151515150213,21.61,0.0,0.0,554.038,0.4586610949273759,-0.015212121212122535,2388.0480000000002,0.03193743884565441,-0.0018787878787627438,9047.588,4.228530477603912,-0.46339393939386797,47.178000000000004,0.09884331034522932,-0.010000000000000293,521.85,0.3861994303465158,-0.1049696969697014,2388.034,0.020736441353184136,-0.0025454545454549867,8132.194,5.6132904788547044,0.07030303030303803,8.40736,0.025194999503870556,0.0008290909090909363,391.8,0.8366600265340667,0.06666666666666667,38.994,0.05683308895353199,0.010545454545454429,23.40626,0.07072134048503459,0.007921818181818193,125
1,13,643.07,1582.19,1400.83,21.61,553.44,2388.12,9046.82,47.38,521.85,2388.08,8128.1,8.4152,393,38.93,23.2757,-0.0019,0.0004,100.0,642.248,0.5044501957577402,0.014909090909089064,1585.9140000000002,4.782983378603747,-0.062424242424229746,1399.3760000000002,2.5702976481331414,-0.23393939393938237,21.61,0.0,0.0,553.956,0.5315355115135498,-0.05157575757575752,2388.072,0.03193743884499231,0.00357575757576397,9048.792,2.167180195556719,-0.4932121212120282,47.206,0.13427583550290326,0.003393939393939408,521.7259999999999,0.18392933425622984,-0.09387878787879277,2388.044,0.0288097205817033,-0.0007878787878822054,8131.6,5.911205460817653,-0.14527272727271778,8.40888,0.025441147772851218,0.0021127272727273333,392.2,0.8366600265340667,0.024242424242424242,38.986000000000004,0.06348228099241568,0.006060606060606104,23.399279999999997,0.08315273296771541,-0.0013430303030302522,125
1,14,642.35,1592.95,1399.16,21.61,554.48,2388.09,9047.37,47.44,521.67,2388.0,8134.43,8.3964,393,39.18,23.3826,0.0009,-0.0,100.0,642.294,0.5003298911718306,0.019757575757576393,1586.308,5.3519267558515615,0.16375757575758806,1400.248,0.6577765578063336,-0.18030303030302067,21.61,0.0,0.0,554.114,0.549799963623109,-0.00860606060605829,2388.08,0.02999999999946491,0.008909090909106233,9048.973999999998,1.9496743317822016,-0.6495151515150308,47.236000000000004,0.1697939928266061,0.009393939393939421,521.702,0.1813008549343957,-0.05636363636364229,2388.034,0.03435112807444441,-0.0006666666666839746,8133.348000000001,4.938944219162438,0.08660606060608243,8.413599999999999,0.018245547402040152,-0.0009042424242423624,392.4,0.8944271909999103,0.0787878787878788,39.012,0.10756393447619905,0.010787878787879011,23.394479999999998,0.08331708708302366,-0.0019666666666667124,125
